openalexid,value,key
W4392758054,"['Earth-system modeling', 'big-data analytics']",New Generation of AI
W4392646461,"['committor function', 'optimal linear projection']",Classic Machine Learning
W4400366044,"['ANNs', 'MLRs']",Classic AI & Neural Network Architectures
W4399753311,['machine learning applications'],Other
W4392654957,"['artificial neural network', 'Radar-based precipitation data', 'ANN-based model']",Classic AI & Neural Network Architectures
W4396605616,"['Deep Learning', 'Skip Connection', 'Residual Blocks', 'Dropout Regularization']",Classic AI & Neural Network Architectures
W4392630556,['Machine Learning'],Classic Machine Learning
W4405081776,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4392644884,"['Earth Observation', 'Digital Twins', 'AI']",Other
W4403693523,N/A,N/A
W4400286092,['Artificial Neural Network'],Classic AI & Neural Network Architectures
W4399150144,[],New Generation of AI
W4394843990,['deep complex-valued neural networks'],New Generation of AI
W4392646686,['DeepResUNet'],Classic AI & Neural Network Architectures
W4402678074,"['AI', 'machine learning']",Classic Machine Learning
W4392753946,"['Deep Residual Convolutional Network', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W4393199945,"['fully connected feed-forward neural network', 'dilated convolutional neural network', 'encoder–decoder', 'boosted forest', 'support-vector regression model']",Classic Machine Learning
W4405051787,"['machine learning models', 'prediction tasks']",Classic Machine Learning
W4392591536,['Long Short-Term Memory (LSTM)'],Classic AI & Neural Network Architectures
W4396578656,['Transformers'],Classic AI & Neural Network Architectures
W4404423230,"['CNNs', 'SOMs']",Classic AI & Neural Network Architectures
W4392601946,"['Random Forest', 'Artificial Neural Networks']",Classic Machine Learning
W4390597617,['machine learning'],Classic AI & Neural Network Architectures
W4396954297,"['Lasso regression', 'Random Forest', 'XGboost', 'LTSM']",Classic Machine Learning
W4403793979,['AI'],Classic Machine Learning
W4403327886,[],Other
W4400590305,"['Deep Learning', 'Neural Networks']",New Generation of AI
W4396884838,"['Deep Learning Model', 'Clustering']",New Generation of AI
W4392583587,"['Convolutional Neural Network (CNN)', 'Recurrent Neural Network (RNN)']",Classic AI & Neural Network Architectures
W4404913359,['AI'],Other
W4403122331,[],Other
W4401592477,"['artificial intelligence', 'machine learning', 'neural networks']",Other
W4402206617,"['MAEN', 'Multi-head attention']",Classic AI & Neural Network Architectures
W4396535415,[],Other
W4401823607,"['AI tools', 'writing', 'generating ideas', 'plotline creation', 'characters development', 'editorial support']",Other
W4391747545,"['machine learning', 'reinforcement learning']",Classic Machine Learning
W4392595270,[],Other
W4392389797,"['MLP', 'Siamese Networks']",Classic AI & Neural Network Architectures
W4399529810,['machine learning'],Classic Machine Learning
W4391146537,['Fully Convolutional Neural Networks'],Classic AI & Neural Network Architectures
W4400922077,"['AI', 'machine learning']",Classic Machine Learning
W4392617363,"['Neural Networks', 'Dense Neural Networks', 'Convolutional Neural Networks']",Classic AI & Neural Network Architectures
W4392600109,"['Deep Learning', 'Neural Networks', 'SLAM Systems', '3D Semantic Mapping']",Classic AI & Neural Network Architectures
W4400364757,['machine learning framework'],Classic Machine Learning
W4403582515,['Physics-guided machine learning models'],New Generation of AI
W4400364452,['ConvLSTM'],Classic AI & Neural Network Architectures
W4392587864,['SOMs'],Classic AI & Neural Network Architectures
W4396887737,['fully convolutional neural network'],Classic AI & Neural Network Architectures
W4405587416,"['Random Forest', 'Convolutional Neural Networks (CNN)']",Classic Machine Learning
W4403132309,['AI'],Classic AI & Neural Network Architectures
W4392758974,['Machine Learning'],Classic Machine Learning
W4402804157,"['Graph Convolutional Networks (GCNs)', 'Graph Attention Networks (GATs)']",Classic AI & Neural Network Architectures
W4395115013,['Transformers'],New Generation of AI
W4392601364,['Convolutional Long Short-term Memory'],Classic AI & Neural Network Architectures
W4403739607,[],Other
W4405493869,"['AI', 'machine learning']",Classic Machine Learning
W4392926548,['LSTM'],New Generation of AI
W4396631563,['artificial intelligence'],New Generation of AI
W4392601426,"['agglomerative clustering', 'supervised model']",Classic Machine Learning
W4403471354,"['Gradient Boosting Classifier', 'Logistic Regression', 'Decision Trees', 'Lasso Regression']",Classic Machine Learning
W4391522718,"['Residual Multi-Source Data Fusion Network', 'Deep Learning']",Classic AI & Neural Network Architectures
W4404230226,N/A,N/A
W4400219220,"['STRIPAT', 'linear programming']",Classic Machine Learning
W4404227276,"['Deep Learning (DL)', 'Machine Learning (ML)']",Classic AI & Neural Network Architectures
W4396621485,"['deep learning model', 'SENTINEL-1 images']",Classic AI & Neural Network Architectures
W4392616103,"['Convolutional-based Autoencoder', 'LSTM']",Classic AI & Neural Network Architectures
W4404555714,['Statistical Methods'],Classic Machine Learning
W4392595861,"['neural networks', 'backpropagation', 'process-based equations']",Classic AI & Neural Network Architectures
W4392580895,['GPT 3.5'],New Generation of AI
W4404172502,"['Remote Sensing Technology', 'Artificial Intelligence', 'Machine Learning']",New Generation of AI
W4392577736,"['Temporal Fusion Transformer', 'Neural Hierarchical Interpolation for Time Series Forecasting']",Classic AI & Neural Network Architectures
W4392589889,['Transformer'],New Generation of AI
W4405711814,['AI-powered security mechanisms'],New Generation of AI
W4396853122,['Transformers'],New Generation of AI
W4396515013,['machine learning'],Classic Machine Learning
W4392858647,"['AI', 'Prediction']",Classic Machine Learning
W4392603795,"['Long Short-term Memory (LSTMs)', 'Convolutional LSTM']",Classic AI & Neural Network Architectures
W4392659667,['U-net-based convolutional neural network'],Classic Deep Learning
W4399975251,"['U-HRNet', 'multi-head attention']",New Generation of AI
W4396976448,['Convolutional Neural Networks'],Classic Deep Learning
W4392759594,"['neural network', 'Physics equations', 'CryoGrid Lite']",New Generation of AI
W4401618745,"['artificial intelligence', 'machine learning']",Other
W4402697061,['machine learning techniques'],Classic Machine Learning
W4403427322,"['Google Cloud Vision', 'topic modelling', 'state-of-the-art neural network model']",New Generation of AI
W4392650932,"['Deep learning', 'Neural Networks']",Classic AI & Neural Network Architectures
W4392595973,"['Artificial Neural Networks', 'Random Forest', 'Gradient Boosting', 'Support Vector Regression']",Classic Machine Learning
W4403638333,[],Other
W4398232521,"['Machine Learning', 'Neural Network']",Classic AI & Neural Network Architectures
W4405023301,"['MLR', 'ANFIS']",Classic Machine Learning
W4392578537,"['machine learning model', 'data analysis']",Classic Machine Learning
W4403683998,"['CNNs', 'RNNs']",Classic AI & Neural Network Architectures
W4399372313,['MobileNetV3'],Classic Deep Learning
W4392595838,"['Artificial Intelligence for Environment and Sustainability (ARIES)', 'GIS tools']",Other
W4392586073,['PreD-Net'],Classic Deep Learning
W4400364053,"['Maximum Covariance Analysis (MCA)', 'Neural Networks']",New Generation of AI
W4391661360,"['Multilayer Perceptron (MLP)', 'Long Short-Term Memory (LSTM)']",Classic AI & Neural Network Architectures
W4399648485,['machine learning'],Classic Machine Learning
W4391885053,['CNNs'],Classic AI & Neural Network Architectures
W4399730137,['Random Forest'],Classic Machine Learning
W4404844568,['AI'],Other
W4391453382,['Transformers'],New Generation of AI
W4392596819,"['Image Classification', 'Change Detection', 'Automated Data Processing', 'Climate Modeling and Prediction', 'Hazard Assessment', 'Data Fusion']",Classic AI & Neural Network Architectures
W4399625213,"['diffusion models', 'GANs']",New Generation of AI
W4403622061,N/A,N/A
W4402065227,"['Sensors', 'Robots', 'Drones', 'Automation']",Other
W4405637636,"['Deep Learning', 'Satellite Images']",New Generation of AI
W4405199570,"['Random Forest', 'spatial and temporal datasets', 'accuracy']",Classic Machine Learning
W4403413165,"['AI', 'citizen science', 'wildlife monitoring', 'data collection', 'wildlife conservation']",Other
W4402295407,"['multilingual transformer', 'supervised machine learning']",New Generation of AI
W4402831987,N/A,N/A
W4401479223,['Artificial Neural Networks (ANNs)'],Classic AI & Neural Network Architectures
W4404555797,[],Other
W4404913758,['machine learning'],Classic Machine Learning
W4402974182,['AI'],New Generation of AI
W4395693989,['CNNs'],Classic AI & Neural Network Architectures
W4403154097,['artificial intelligence'],Classic AI & Neural Network Architectures
W4392584995,"['Generative AI', 'Foundation Models', 'Modern Architectures']",New Generation of AI
W4392654787,"['Long Short-Term Memory (LSTMs)', 'Fully Connected Neural Networks (FCNN)']",Classic AI & Neural Network Architectures
W4391806536,"['Deep Learning (DL)', 'Traditional Machine Learning (TML)']",Other
W4392616245,['MLP'],Classic Machine Learning
W4392644484,['Echo State Networks'],Classic AI & Neural Network Architectures
W4400333404,"['Recurrent Neural Networks (RNN)', 'Long Short-Term Memory (LSTM)']",Classic AI & Neural Network Architectures
W4399014366,['Machine learning'],Classic Machine Learning
W4402691436,"['Random Forest', 'Gradient Boosting', 'Extra Trees', 'Ridge Regression']",Classic Machine Learning
W4392579930,['machine learning methods'],Classic Machine Learning
W4400365972,['machine learning methodologies'],Other
W4392660048,"['Artificial Intelligence', 'machine learning', 'geospatial data access']",Classic Machine Learning
W4392647207,['Deep Learning'],Classic AI & Neural Network Architectures
W4394911638,N/A,N/A
W4405825828,[],Classic Machine Learning
W4405396433,"['machine learning', 'artificial intelligence']",Other
W4392580994,['multi-layer perceptron artificial neural network'],Classic AI & Neural Network Architectures
W4392663317,['deep learning-based'],Classic Deep Learning
W4392644737,['machine learning techniques'],Other
W4392616395,['neural network'],New Generation of AI
W4392577586,"['Principal Component Analysis', 'Feedforward Neural Networks', 'Extreme Learning Machines']",Classic Machine Learning
W4402759675,"['Social and global entropy concepts', 'Entropy modeling', 'Participatory processes', 'Advanced AI techniques', 'Global water resource management', 'Education', 'Urban planning', 'Biodiversity conservation', 'Climate change mitigation', 'Human-AI coevolution', 'Sustainability challenges', 'Comprehensive methodology', 'Theoretical framework']",Other
W4391091077,['Panel data analysis'],Classic Machine Learning
W4402795815,[],Other
W4392649306,"['Random Forest', 'DL', 'Semantic Segmentation', 'Data Augmentation', 'Pseudo-Labelling', 'Transformers']",New Generation of AI
W4392604698,"['Statistical Methods', 'Trend Analysis']",Classic Machine Learning
W4401632948,[],Other
W4392587685,['machine learning'],Classic Machine Learning
W4392602466,['Neural network architecture'],Classic AI & Neural Network Architectures
W4392595540,"['Random Forest', 'Binary Classification']",Classic Machine Learning
W4392600462,[],Classic AI & Neural Network Architectures
W4399462728,['Deep Learning'],Classic AI & Neural Network Architectures
W4401241243,"['AI', 'machine learning']",Other
W4396679963,['machine learning'],Classic Machine Learning
W4399587171,['machine learning'],Classic Machine Learning
W4392596805,N/A,N/A
W4392660570,"['BMA', 'cNLR', 'HXLR', 'OLR', 'logreg', 'hlogreg']",Classic Machine Learning
W4392586375,['Diffusion models'],New Generation of AI
W4400373406,['Machine Learning'],Classic Machine Learning
W4405642353,"['Bidirectional Encoder Representations from Transformers', 'Next Sentence Prediction']",New Generation of AI
W4392659840,"['AI modeler', 'ARES']",Classic AI & Neural Network Architectures
W4393991068,['machine learning'],Classic Machine Learning
W4401024328,N/A,N/A
W4396680853,['AI Searching System'],Classic AI & Neural Network Architectures
W4392585876,"['U-Net', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W4392579322,"['state-of-the-art', 'high-resolution']",Classic AI & Neural Network Architectures
W4392651471,"['Predictive Analysis', 'AI', 'Climate Change Indices']",Other
W4398240326,"['IoT', 'AI', 'biotechnological innovations']",Other
W4392662821,"['Shapley values', 'Accumulated Local Effects (ALE)']",Classic Machine Learning
W4392757919,"['Random Forests', 'Rank Correlation']",Classic Machine Learning
W4392650890,['Artificial Neural Networks'],Classic AI & Neural Network Architectures
W4399121293,['AI-classifier'],Classic Machine Learning
W4392578516,['machine learning'],Classic Machine Learning
W4405527114,['Deep learning models'],New Generation of AI
W4400897416,[],Classic AI & Neural Network Architectures
W4403484851,"['ML models', 'supervised learning', 'dataset analysis']",Classic Machine Learning
W4392623749,['Machine Learning'],Classic AI & Neural Network Architectures
W4405734017,"['AI-generated false information', 'Digital technologies']",Other
W4392758429,"['Random Forest', 'Multivariate Adaptive Regression Splines (MARS)']",Classic Machine Learning
W4405066887,['AI-driven analytics'],Other
W4399039841,"['Named Entity Recognition', 'Natural Language Processing']",Classic AI & Neural Network Architectures
W4402688906,['artificial intelligence'],Other
W4401812290,['artificial intelligence'],Classic AI & Neural Network Architectures
W4392587940,['Neural network (NN) models'],Classic AI & Neural Network Architectures
W4392620045,['deep learning model'],New Generation of AI
W4392661026,['Deep learning'],New Generation of AI
W4401549071,[],Other
W4392760347,"['Conv1D', 'LSTM', 'Dense']",Classic AI & Neural Network Architectures
W4392598777,N/A,N/A
W4392652679,['Deep Residual Neural Network'],Classic AI & Neural Network Architectures
W4392879969,N/A,N/A
W4392599275,['Random Forest'],Classic Machine Learning
W4395690972,[],Other
W4392623817,"['Random Forest', 'Dynamic Time Warping', 'SHAP', 'LGBM']",Classic Machine Learning
W4392599464,"['LSTM', 'MLP']",Classic AI & Neural Network Architectures
W4401591492,"['Trend analysis', 'Redundancy analysis', 'Structural equation modeling']",Classic Machine Learning
W4392651823,"['Random Forest', 'Climate Model Simulations', 'Global River Network', 'Machine Learning models with Explainable AI']",Classic Machine Learning
W4392642868,['Random Forest'],Classic Machine Learning
W4392624029,"['EPISODES', 'recalibration method DeFoReSt', 'boosting model selection approach']",Classic Machine Learning
W4392895839,"['GLM', 'FDA', 'MARS', 'RF']",Classic Machine Learning
W4392595663,"['Random Forest', 'Decision Trees']",Classic Machine Learning
W4392603462,N/A,N/A
W4392581084,['machine learning techniques'],Classic Machine Learning
W4399206336,[],Other
W4402962945,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W4400214336,['YOLOX'],Classic Machine Learning
W4392758496,['salt intrusion models'],Classic Machine Learning
W4399379785,"['high-frequency', 'low-resolution visual line sensor', 'gimbal']",Other
W4392759268,['deep learning'],Classic AI & Neural Network Architectures
W4392648841,['machine learning emulator'],Classic Machine Learning
W4392662150,"['hydraulic model', 'irrigation programming module', 'water distribution model', 'communication module']",Other
W4400364070,['DNN'],New Generation of AI
W4392758944,['new machine learning approach'],Classic Machine Learning
W4392581009,['machine learning'],Classic Machine Learning
W4404885590,['deep learning model'],Classic AI & Neural Network Architectures
W4392597952,"['ENSO-ASC', 'ENSO-GTC', 'Niño 3.4 index', 'forecast skill', 'Walker circulation']",New Generation of AI
W4393405602,"['Random Forests', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W4392644382,"['machine learning', 'soil moisture monitoring products', 'processed crop yield data', 'within-season crop yield forecasting', 'seasonal-scale soil moisture forecasts', 'pre-season (before the start of a crop growing season) long-lead crop yield forecasting']",Classic Machine Learning
W4392592203,"['ImU', 'accelerometers', 'gyroscopes', 'magnetometers', 'rain gauges', 'wireless sensor network', 'LoRaWAN', 'IoT']",Other
W4392939849,"['big data and analytics', 'Artificial Intelligence']",New Generation of AI
W4400041450,N/A,N/A
W4391649916,['Neural Network Auto Regression'],Classic AI & Neural Network Architectures
W4393115355,[],Other
W4403439933,"['VGG', 'ResNet']",Classic Machine Learning
W4405388816,['deep learning'],Classic AI & Neural Network Architectures
W4402265321,"['Random Forest', 'Linear Regression', 'Support Vector Regressor (SVR)', 'Decision Tree', 'K-Nearest Neighbors (KNN)', 'AdaBoost', 'XG Boost', 'Ridge', 'Linear SVR', 'MLP Regressor']",Classic Machine Learning
W4405850177,[],Other
W4402471054,"['Machine Learning', 'Sentinel-2 imagery', 'Supervised Learning', 'Random Forests', 'Pixel-based classification', 'Object-based classification']",Classic Machine Learning
W4403847572,"['Support Vector Machines (SVMs)', 'Random Forests', 'Naive Bayes', 'k-Nearest Neighbors (kNN)', 'Q-learning', 'SARSA', 'Gradient Descent', 'Genetic Algorithms', 'Simulated Annealing']",Classic Machine Learning
W4392654147,"['Random Forest', 'Support Vector Machines (SVM)', 'MaxEnt']",Classic Machine Learning
W4392646208,"['Classification', 'Object Detection']",Classic Deep Learning
W4404892823,"['Supervised Learning', 'Unsupervised Learning', 'Reinforcement Learning', 'Optimization Methods']",Classic Machine Learning
W4405729813,N/A,N/A
W4392457257,['machine learning'],Classic Machine Learning
W4399170655,['machine learning'],Classic Machine Learning
W4392581422,['machine learning'],Classic Machine Learning
W4388706534,"['global-local architecture', 'pharmacokinetic encoder']",Other
W4392586770,['AI/ML'],Classic Machine Learning
W4392586883,"['Gated Recurrent Unit', 'neural network']",Classic AI & Neural Network Architectures
W4392604749,"['artificial intelligence', 'AI models', 'variables', 'predictive models', 'data analysis']",Classic Machine Learning
W4401799998,"['hydraulic engineering', 'water supply', 'Roman cities']",Other
W4392624753,['Random Forest'],Classic Machine Learning
W4399817017,"['Empirical Bayesian Kriging', 'Machine Learning']",Classic Machine Learning
W4392585704,['Supervised Machine Learning'],Classic Machine Learning
W4404418873,"['deep learning', 'Satellite data']",Classic AI & Neural Network Architectures
W4400364822,['AI'],Other
W4401548948,"['machine learning', 'Supervised Learning', 'Unsupervised Learning', 'Support Vector Machines (SVMs)', 'Decision Trees']",Classic Machine Learning
W4392589383,['machine learning techniques'],Classic Machine Learning
W4392602214,"['machine learning technique', 'classification']",Classic Machine Learning
W4392597016,['Maximum Likelihood Classifier'],Classic Machine Learning
W4402668248,"['data-driven models', 'explanation tools']",Classic Machine Learning
W4391995571,['LSTM'],Classic AI & Neural Network Architectures
W4392644220,['AI layers'],Classic AI & Neural Network Architectures
W4400516050,['physics-informed artificial intelligence'],Classic AI & Neural Network Architectures
W4399299415,"['RRDBNet', 'Residual In-Residual Dense Blocks']",Classic AI & Neural Network Architectures
W4400376389,['machine learning models'],Classic Machine Learning
W4392647217,"['DREAM', 'AquaCrop']",Classic AI & Neural Network Architectures
W4405078699,['Artificial Intelligence'],Other
W4404013592,"['Unsupervised model', 'Supervised model (CART)']",Classic Machine Learning
W4392598396,['statistical methods'],Classic Machine Learning
W4392115781,['machine learning models'],Classic Machine Learning
W4392656744,"['parameterized models', 'statistical methods']",Classic Machine Learning
W4392651069,['Random Forest'],Classic Machine Learning
W4404563725,"['DPM', 'three deep learning architectures']",Classic AI & Neural Network Architectures
W4399564012,['machine learning'],Classic Machine Learning
W4405361987,"['Back analysis', 'Statistical distributions']",Classic Machine Learning
W4404363617,"['Supervised Learning', 'Unsupervised Learning']",Classic Machine Learning
W4405570756,[],Other
W4392758479,['4DVarNet'],Classic AI & Neural Network Architectures
W4392598980,"['GPlates', 'Python libraries']",New Generation of AI
W4402227861,['artificial intelligence'],New Generation of AI
W4399204189,N/A,N/A
W4392580893,['WEF Nexus'],Classic Machine Learning
W4405762902,"['Support Vector Machines (SVMs)', 'Stationarity', 'Autocorrelation Function test']",Classic Machine Learning
W4392649901,['machine learning'],New Generation of AI
W4402760676,"['Image Augmentation', 'Transfer Learning']",Classic Machine Learning
W4396853381,"['Siamese Transformers', 'Resnet']",Classic AI & Neural Network Architectures
W4392602762,['Deep learning'],New Generation of AI
W4405927803,"['mathematical statistics', 'machine learning']",Classic Machine Learning
W4404768386,"['Random Forest', 'Support Vector Machine']",Classic Machine Learning
W4392580107,"['Deep learning', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W4392662037,['Convolutional NN'],Classic AI & Neural Network Architectures
W4404315712,['YOLOv5'],Classic AI & Neural Network Architectures
W4392644466,"['Data Spaces', 'Green Deal', 'AI']",Other
W4392624258,"['EA-LSTM', 'LSTMs']",Classic AI & Neural Network Architectures
W4392776076,['Genetic Algorithms'],Classic Machine Learning
W4392597102,['machine learning'],Classic Machine Learning
W4399426127,['diffusion model'],New Generation of AI
W4392582178,['neural network'],Classic AI & Neural Network Architectures
W4399440200,['LASSO Logistic Regression'],Classic Machine Learning
W4392620434,"['Cell Broadcast System', 'Satellite-based messaging services', 'SMS', 'Broadcasting (Radio and Television)', 'Coastal Sirens', 'Railway Passenger announcement systems']",Other
W4404829353,['iNaturalist'],Classic AI & Neural Network Architectures
W4392654681,['Temporal Fusion Transformer'],New Generation of AI
W4400237839,"['XGBoost classification model', 'Naive Bayes model']",Classic Machine Learning
W4403141749,N/A,N/A
W4392603816,['machine learning'],Classic Machine Learning
W4403130920,['artificial intelligence'],New Generation of AI
W4400565350,['XGBoost'],Classic Machine Learning
W4400364561,"['scalar index', 'monitoring EPR activity']",Classic Machine Learning
W4403154755,[],Other
W4392581264,"['self-organizing neural network', 'degradation assessment']",New Generation of AI
W4399074127,"['Linear Discriminant Analysis (LDA)', 'Support Vector Machines (SVM)', 'Fourier descriptors']",Classic Machine Learning
W4392651138,Classic Machine Learning,class
W4396517845,['Support Vector Machines (SVM)'],Classic Machine Learning
W4405248498,"['Diffusion models', 'GANs', 'VAEs', 'LLMs (GPT-4, ChatGPT, LLaMA)', 'multimodal models (CLIP)']",New Generation of AI
W4402474892,N/A,N/A
W4392758081,['Partial Least Squares Regression'],Classic Machine Learning
W4400682330,N/A,N/A
W4400365273,['Artificial Intelligence Methods'],Other
W4392644198,['LSTM-based forecasting model'],Classic AI & Neural Network Architectures
W4392659233,[],Classic Machine Learning
W4392589638,['transformer architectures'],Classic AI & Neural Network Architectures
W4392600384,['Support Vector Regression'],Classic Machine Learning
W4399397433,"['k-means Clustering', 'Autoencoder-based anomaly detection (AD)']",Classic Machine Learning
W4392601706,['HydroPASS'],Classic Machine Learning
W4391853159,"['Fintech application', 'blockchain', 'AI']",Other
W4400116946,['AI model'],Classic Machine Learning
W4400507516,"['machine learning model', 'process-based machine learning', 'multilayer perceptrons (mlps)', 'esm outputs']",Classic Machine Learning
W4392651720,"['artificial intelligence', 'fuzzy logic']",Classic Machine Learning
W4404850152,"['Geospatial artificial intelligence', 'Decision Support Systems']",Other
W4392580133,['machine learning techniques'],Classic Machine Learning
W4401835313,"['quantile machine learning', 'statistical methods']",Classic Machine Learning
W4392654545,['fuzzy logic'],Classic Machine Learning
W4399441944,['machine learning approaches'],Classic Machine Learning
W4392578430,"['Random Forest Regressor', 'Supervised Learning']",Classic Machine Learning
W4402551966,['machine learning'],Classic Machine Learning
W4392586348,['transformer-based'],New Generation of AI
W4392603291,"['ensemble machine learning', 'SHAP explainable model']",Classic Machine Learning
W4392582004,['kmeans Clustering'],Classic AI & Neural Network Architectures
W4403717760,['Exponential growth'],Other
W4392599845,['groundwater model'],Other
W4398234189,"['machine learning', 'regression tree models']",Classic Machine Learning
W4404944885,['Relevance Vector Model'],Classic Machine Learning
W4392583628,['Machine Learning'],Classic Machine Learning
W4400733802,['Transformers'],Classic AI & Neural Network Architectures
W4392597690,"['Random Forests', 'Gaussian Processes']",Classic Machine Learning
W4392578454,"['Hargreaves', 'Penman-Monteith', 'reference evapotranspiration', 'evaporation', 'transpiration', 'precipitation', ' raster dataset', ' raster data', ' raster analysis']",Other
W4392657902,['SHUD'],Classic AI & Neural Network Architectures
W4400365425,"['MaxEnt', 'Principal Component Analysis (PCA)']",Classic Machine Learning
W4392602507,"['XGBoost', 'SHAP']",Classic Machine Learning
W4404186760,[],Other
W4392581711,"['CNNs', 'attention']",Classic AI & Neural Network Architectures
W4400365063,['neural network'],New Generation of AI
W4398756470,['GAN'],New Generation of AI
W4392588133,['Neural network'],Classic AI & Neural Network Architectures
W4392600042,"['Logistic Regression', 'Gradient Boosting', 'Extra Trees']",Classic Machine Learning
W4392580959,['Natural Numerical Network'],New Generation of AI
W4402803758,"['Deep Learning', 'Loss Function', 'WaterGAP Hydrology Model']",New Generation of AI
W4392091880,"['Linear regression', 'Logistic regression', 'Support Vector Machines (SVMs)', 'Decision Trees', 'Random Forests', 'Naive Bayes', 'k-Nearest Neighbors (kNN)', 'k-means Clustering', 'Hierarchical Clustering', 'Principal Component Analysis (PCA)', 't-SNE', 'DBSCAN', 'Q-learning', 'SARSA', 'Gradient Descent', 'Genetic Algorithms', 'Simulated Annealing', 'Transfer Learning', 'Word2Vec', 'GloVe', 'Recurrent Neural Networks (RNNs)', 'Long Short-Term Memory (LSTMs)', 'Autoencoders', 'Siamese Networks', 'Conditional Random Fields (CRFs)']",Classic Machine Learning
W4392114247,"['Policy Iteration', 'Value Iteration']",Classic Deep Learning
W4402652926,['machine learning'],Classic Machine Learning
W4392114381,N/A,N/A
W4403486228,['keyword co-occurrence analysis'],Other
W4392655766,"['precipitation data', 'groundwater recharge', 'machine learning methods', 'monitoring wells']",Classic Machine Learning
W4392659304,['Random ForestClassifier'],Classic Machine Learning
W4400879771,['Prithvi'],New Generation of AI
W4392754095,"['Hyper-resolution land surface models', 'Machine learning', 'Satellite and big environmental datasets', 'Feature engineering', 'Optimization methods']",Classic Machine Learning
W4396648048,['Boosted Regression Tree (BRT)'],Classic Machine Learning
W4392584170,"['hydrological model', 'dimensionless index of eco-hydrological distance']",Other
W4404229232,['machine learning methods'],Classic Machine Learning
W4400390037,"['image classification', 'machine learning techniques', 'Google Earth Engine', 'spectral indices']",Classic Machine Learning
W4392579397,['Generalized Additive Mixed Models (GAMM)'],Classic Machine Learning
W4392602324,[],Other
W4392588215,"['Polynomial Regression', 'Random Forest']",Classic Machine Learning
W4392649305,['Deep Residual Neural Network'],Classic AI & Neural Network Architectures
W4392652781,"['U-Net', 'partial convolutional layers', 'CNNs']",Classic AI & Neural Network Architectures
W4403158837,['geospatial AI (Prithvi)'],Other
W4392114238,"['Random Forests', 'Gradient Boosting', 'Support Vector Machines (SVMs)', 'Neural Networks', 'Detrended Fluctuation Analysis (DFA)', 'Wavelet Transform', 'Feature Selection']",Classic Machine Learning
W4392654395,"['Machine learning', 'Regression Models']",Classic Machine Learning
W4404997731,['Random Forest Regression'],Classic Machine Learning
W4392583767,"['Data Discovery & Access Service', 'Virtual Research Environment', 'Blue-Cloud 2026', 'WorkBenches', 'BEACON', 'I-Adopt', 'EOVs']",Other
W4396838549,['XGBoost'],Classic Machine Learning
W4392662444,['causal discovery'],Classic Machine Learning
W4392648710,['machine learning methods'],Classic Machine Learning
W4392577773,"['Random Forests', 'SHAP']",Classic Machine Learning
W4404368958,['ARIMA'],Classic Machine Learning
W4392624357,['Long Short-Term Memory (LSTM)'],Classic AI & Neural Network Architectures
W4405850505,"['Gradient Descent', 'Optimization Methods']",Classic Machine Learning
W4392615972,['Generative Adversarial Network'],Classic AI & Neural Network Architectures
W4402552167,N/A,N/A
W4392602986,['fuzzy rule-based modeling'],Classic Machine Learning
W4392620175,"['HPX', 'C++', 'Python module', 'map algebra operations', 'focal operation framework']",Classic AI & Neural Network Architectures
W4392114311,"['CNNs', 'Transformers']",Classic Deep Learning
W4392604454,['deep learning network'],Classic AI & Neural Network Architectures
W4399900162,['machine learning'],Classic Machine Learning
W4400782513,"['structural topic modelling', 'Python']",Classic Machine Learning
W4392598860,"['Random Forests', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W4392587010,['high resolution machine learning techniques'],Classic Machine Learning
W4392656947,['Diffusion models'],New Generation of AI
W4403500570,['Q-learning'],Classic Machine Learning
W4392659384,['modeling tools'],New Generation of AI
W4392578074,N/A,N/A
W4400364579,['Random Forest'],Classic Machine Learning
W4396725458,"['Semi-supervised ML model', 'Random Forests', 'Support Vector Machines (SVMs)', 'Decision Trees']",Classic Machine Learning
W4392644610,"['human-AI hybrid network', 'crowdsourcing mobile application', 'geospatial dashboard']",New Generation of AI
W4399478779,['machine learning'],Classic Machine Learning
W4392129690,['LSTM'],Classic AI & Neural Network Architectures
W4392760175,['LSTM'],Classic AI & Neural Network Architectures
W4405530763,['machine learning'],Classic Machine Learning
W4392619930,"['Gradient Boosting Regression Models', 'Gradient Descent']",Classic Machine Learning
W4406002125,['AI'],Classic AI & Neural Network Architectures
W4392602890,['AI technology'],Other
W4392580100,N/A,N/A
W4392657778,"['AI-based approach', 'detection', 'tracking']",Classic AI & Neural Network Architectures
W4400657854,['machine learning'],Classic Machine Learning
W4401236624,['Deep-Learning Models'],Classic AI & Neural Network Architectures
W4404593071,N/A,N/A
W4392603450,"['Random Forests', 'SHAP']",Classic Machine Learning
W4400365830,['Random Forests'],Classic Machine Learning
W4392587478,['machine learning'],Classic Machine Learning
W4402780764,[],New Generation of AI
W4405637450,['linear regression'],Classic Machine Learning
